,participant,valence_text,arousal_text,focus_text,dominance_text,arousal_break,text_order
18727,543545,-43,-224,-111.0,61.0,-111.0,86
18728,543545,126,-74,61.0,61.0,61.0,104
18729,543545,50,53,130.0,168.0,130.0,111
18730,543545,94,-13,178.0,91.0,178.0,178
18731,543545,-153,-62,134.0,-146.0,134.0,13
18732,543545,41,180,109.0,-97.0,-246.0,166
18733,543545,29,68,161.0,-64.0,161.0,176
18734,543545,25,109,-84.0,-141.0,-241.0,130
18735,543545,40,184,-209.0,-220.0,228.0,52
18736,543545,-181,210,240.0,-230.0,-184.0,120
18737,543545,4,-227,212.0,-208.0,212.0,117
18738,543545,-228,235,221.0,-220.0,221.0,37
18739,543545,-235,-67,-107.0,-233.0,-107.0,69
18740,543545,-218,167,-161.0,-131.0,239.0,171
18741,543545,75,95,-43.0,-63.0,-43.0,24
18742,543545,5,-117,-108.0,29.0,-108.0,148
18743,543545,-56,-56,-104.0,-10.0,-104.0,89
18744,543545,52,54,-86.0,-47.0,-86.0,143
18745,543545,10,65,-58.0,-75.0,-58.0,87
18746,543545,-103,53,55.0,56.0,55.0,114
18747,543545,66,160,123.0,-106.0,0.0,22
18748,543545,-139,-39,64.0,113.0,64.0,156
18749,543545,5,8,36.0,-13.0,242.0,3
18750,543545,-241,190,247.0,244.0,88.0,101
18751,543545,96,133,-96.0,56.0,-96.0,10
18752,543545,51,-67,-107.0,69.0,-107.0,40
18753,543545,66,-120,158.0,-170.0,158.0,154
18754,543545,45,-109,108.0,-116.0,108.0,113
18755,543545,-83,83,74.0,123.0,74.0,42
18756,543545,215,109,-123.0,-137.0,-123.0,9
18757,543545,112,167,-100.0,-108.0,83.0,59
18758,543545,115,64,-138.0,-91.0,-138.0,146
18759,543545,-112,158,-100.0,130.0,-100.0,54
18760,543545,209,87,63.0,84.0,63.0,29
18761,543545,159,-67,93.0,41.0,93.0,31
18762,543545,97,32,-149.0,-156.0,-149.0,149
18763,543545,-22,56,-103.0,84.0,-103.0,1
18764,543545,-125,78,-116.0,33.0,-116.0,34
18765,543545,17,107,143.0,122.0,232.0,153
18766,543545,90,174,186.0,-116.0,186.0,26
18767,543545,176,163,114.0,-95.0,114.0,80
18768,543545,127,127,-124.0,-135.0,-118.0,45
18769,543545,46,83,-91.0,-71.0,-91.0,91
18770,543545,195,15,33.0,83.0,33.0,71
18771,543545,109,141,132.0,-82.0,132.0,16
18772,543545,102,48,-127.0,-53.0,182.0,76
18773,543545,59,-20,127.0,67.0,127.0,102
18774,543545,110,-124,131.0,-93.0,131.0,12
18775,543545,-21,34,112.0,82.0,112.0,164
18776,543545,110,108,-50.0,113.0,-50.0,77
18777,543545,78,-18,143.0,41.0,143.0,78
18778,543545,150,89,-61.0,-74.0,-61.0,97
18779,543545,52,24,75.0,110.0,75.0,121
18780,543545,148,105,-98.0,83.0,-98.0,138
18781,543545,-36,142,-111.0,50.0,248.0,63
18782,543545,-4,236,230.0,-17.0,0.0,81
18783,543545,50,195,157.0,-73.0,157.0,94
18784,543545,168,-61,11.0,-48.0,11.0,95
18785,543545,-90,97,97.0,-70.0,97.0,152
18786,543545,-36,158,123.0,-94.0,123.0,21
18787,543545,-51,103,94.0,-82.0,94.0,159
18788,543545,125,95,98.0,-100.0,98.0,83
18789,543545,55,116,158.0,-162.0,158.0,41
18790,543545,157,123,124.0,84.0,124.0,70
18791,543545,112,97,96.0,-48.0,96.0,136
18792,543545,152,119,113.0,105.0,113.0,116
18793,543545,110,156,180.0,215.0,180.0,8
18794,543545,146,56,76.0,184.0,76.0,134
18795,543545,178,125,-85.0,99.0,241.0,150
18796,543545,213,62,149.0,-23.0,149.0,85
18797,543545,181,-60,96.0,110.0,96.0,75
18798,543545,150,-7,136.0,107.0,0.0,68
18799,543545,-13,125,128.0,138.0,128.0,141
18800,543545,153,113,-100.0,114.0,0.0,17
18801,543545,163,-94,114.0,117.0,114.0,106
18802,543545,118,194,-122.0,-81.0,-122.0,47
18803,543545,138,55,73.0,116.0,73.0,57
18804,543545,207,81,169.0,-99.0,169.0,60
18805,543545,166,115,99.0,-43.0,99.0,151
18806,543545,-8,24,121.0,88.0,-20.0,92
18807,543545,235,35,80.0,182.0,242.0,67
18808,543545,199,-242,5.0,82.0,5.0,28
18809,543545,170,94,176.0,150.0,176.0,18
18810,543545,126,95,-115.0,136.0,-115.0,74
18811,543545,226,109,-43.0,172.0,-43.0,163
18812,543545,169,-36,209.0,111.0,209.0,38
18813,543545,165,-42,62.0,131.0,62.0,36
18814,543545,249,-75,162.0,56.0,162.0,93
18815,543545,154,108,123.0,142.0,222.0,169
18816,543545,202,100,142.0,1.0,142.0,139
18817,543545,63,127,144.0,-195.0,144.0,147
18818,543545,192,72,149.0,188.0,149.0,32
18819,543545,158,87,135.0,59.0,135.0,48
18820,543545,190,55,145.0,186.0,145.0,5
18821,543545,87,172,141.0,104.0,141.0,133
18822,543545,169,127,-124.0,61.0,173.0,65
18823,543545,122,98,-105.0,102.0,-105.0,168
18824,543545,-138,-99,108.0,33.0,17.0,158
18825,543545,144,92,-134.0,172.0,-134.0,170
18826,543545,-134,69,-125.0,93.0,-125.0,55
18827,543545,-98,160,-172.0,-34.0,-172.0,173
18828,543545,69,83,33.0,45.0,244.0,49
18829,543545,-25,102,-115.0,-8.0,-115.0,46
18830,543545,-33,75,-38.0,22.0,-38.0,160
18831,543545,-82,105,-118.0,81.0,-118.0,43
18832,543545,80,98,-71.0,-39.0,-71.0,11
18833,543545,31,-51,138.0,-61.0,-231.0,179
18834,543545,78,83,-58.0,73.0,-58.0,122
18835,543545,-24,20,-62.0,42.0,-62.0,174
18836,543545,43,119,-50.0,118.0,-50.0,161
18837,543545,-39,63,96.0,-43.0,233.0,96
18838,543545,99,119,43.0,81.0,43.0,108
18839,543545,78,66,73.0,67.0,73.0,39
18840,543545,-14,-31,-67.0,-19.0,8.0,35
18841,543545,58,69,81.0,-34.0,81.0,119
18842,543545,77,95,147.0,39.0,147.0,109
18843,543545,65,84,177.0,125.0,177.0,105
18844,543545,165,140,157.0,43.0,157.0,131
18845,543545,81,114,-62.0,89.0,-62.0,50
18846,543545,106,117,-95.0,109.0,239.0,6
18847,543545,86,172,-99.0,131.0,-99.0,125
18848,543545,-15,109,155.0,-17.0,155.0,90
18849,543545,-85,225,-28.0,175.0,-28.0,137
18850,543545,75,-99,100.0,94.0,100.0,112
18851,543545,91,-77,110.0,68.0,109.0,23
18852,543545,147,98,136.0,37.0,136.0,84
18853,543545,28,138,-27.0,13.0,-27.0,64
18854,543545,-38,81,94.0,-95.0,94.0,30
18855,543545,-106,85,75.0,-20.0,75.0,162
18856,543545,-9,107,96.0,109.0,96.0,100
18857,543545,80,174,-58.0,-133.0,-58.0,14
18858,543545,95,-79,58.0,-1.0,58.0,175
18859,543545,90,79,-113.0,167.0,-113.0,126
18860,543545,161,142,-149.0,81.0,-149.0,99
18861,543545,207,175,-37.0,151.0,-37.0,19
18862,543545,105,150,-40.0,134.0,-40.0,142
18863,543545,-53,156,48.0,152.0,48.0,107
18864,543545,175,151,-178.0,136.0,-178.0,79
18865,543545,162,-78,83.0,141.0,89.0,167
18866,543545,108,58,-67.0,173.0,-67.0,103
18867,543545,121,127,-96.0,184.0,220.0,115
18868,543545,-143,79,-71.0,129.0,-71.0,177
18869,543545,197,58,70.0,87.0,70.0,82
18870,543545,113,155,-125.0,186.0,-125.0,155
18871,543545,107,90,-75.0,114.0,5.0,56
18872,543545,213,91,39.0,125.0,237.0,128
18873,543545,-158,100,98.0,50.0,98.0,98
18874,543545,33,95,151.0,184.0,151.0,132
18875,543545,181,133,83.0,101.0,83.0,145
18876,543545,124,93,124.0,79.0,124.0,157
18877,543545,-11,146,117.0,102.0,117.0,165
18878,543545,-52,61,-91.0,-60.0,-91.0,88
18879,543545,244,39,30.0,69.0,30.0,53
18880,543545,119,84,-156.0,168.0,-116.0,7
18881,543545,148,227,-12.0,110.0,-12.0,135
18882,543545,215,141,-73.0,168.0,-73.0,27
18883,543545,243,108,-44.0,94.0,-44.0,127
18884,543545,135,104,-58.0,113.0,146.0,51
18885,543545,126,101,-53.0,138.0,248.0,72
18886,543545,159,37,-63.0,156.0,-63.0,61
18887,543545,178,79,-98.0,211.0,-98.0,4
18888,543545,-216,41,-52.0,48.0,-52.0,110
18889,543545,37,172,-129.0,131.0,-129.0,62
18890,543545,207,76,-92.0,192.0,-92.0,124
18891,543545,-59,100,-80.0,58.0,-80.0,25
18892,543545,175,225,-125.0,124.0,-125.0,0
18893,543545,145,123,-91.0,-58.0,-91.0,73
18894,543545,146,120,-96.0,-105.0,-96.0,44
18895,543545,130,108,-109.0,86.0,-109.0,66
18896,543545,60,57,-97.0,-58.0,-97.0,33
18897,543545,85,-1,107.0,18.0,107.0,123
18898,543545,142,161,15.0,168.0,15.0,118
18899,543545,181,110,-64.0,195.0,-64.0,172
18900,543545,162,106,-80.0,51.0,-80.0,2
18901,543545,69,98,-80.0,93.0,-80.0,58
18902,543545,178,62,-134.0,147.0,-134.0,20
18903,LLM343,-34,166,46.0,203.0,46.0,46
18904,LLM343,0,-243,-14.0,16.0,-14.0,77
18905,LLM343,-106,189,24.0,-106.0,24.0,167
18906,LLM343,224,225,-22.0,-230.0,-22.0,115
18907,LLM343,-1,-85,-62.0,61.0,-62.0,76
18908,LLM343,-29,-60,-221.0,-100.0,-221.0,75
18909,LLM343,-2,16,-174.0,-21.0,-174.0,162
18910,LLM343,14,-30,-43.0,-24.0,-43.0,53
18911,LLM343,-1,-239,-25.0,132.0,-25.0,176
18912,LLM343,86,-239,-17.0,-179.0,-17.0,88
18913,LLM343,-62,-40,10.0,147.0,10.0,153
18914,LLM343,109,94,79.0,-44.0,79.0,112
18915,LLM343,229,-134,-137.0,-231.0,-244.0,179
18916,LLM343,239,-242,-242.0,-242.0,-242.0,83
18917,LLM343,-62,-52,-24.0,2.0,-24.0,69
18918,LLM343,-47,110,15.0,-23.0,15.0,47
18919,LLM343,206,-241,-241.0,-241.0,-241.0,84
18920,LLM343,224,-244,-237.0,-241.0,-244.0,80
18921,LLM343,236,-242,-199.0,-242.0,-199.0,26
18922,LLM343,-178,176,77.0,195.0,77.0,41
18923,LLM343,90,-235,-30.0,-114.0,-30.0,131
18924,LLM343,-237,128,38.0,-179.0,38.0,122
18925,LLM343,-241,119,79.0,106.0,79.0,145
18926,LLM343,-235,88,32.0,26.0,32.0,158
18927,LLM343,-53,112,56.0,18.0,56.0,49
18928,LLM343,-22,-201,-29.0,-49.0,-29.0,19
18929,LLM343,169,-198,-55.0,-125.0,-235.0,137
18930,LLM343,-204,194,202.0,198.0,202.0,120
18931,LLM343,-145,45,96.0,181.0,96.0,92
18932,LLM343,78,-65,-50.0,22.0,-50.0,59
18933,LLM343,22,-52,-120.0,90.0,-120.0,51
18934,LLM343,-71,149,91.0,25.0,91.0,78
18935,LLM343,-11,-191,-219.0,74.0,-219.0,39
18936,LLM343,0,103,-110.0,-1.0,-110.0,110
18937,LLM343,79,-185,-183.0,-6.0,-235.0,178
18938,LLM343,113,-50,-43.0,0.0,-43.0,108
18939,LLM343,-107,-50,-109.0,13.0,-109.0,62
18940,LLM343,0,150,-14.0,-3.0,-14.0,161
18941,LLM343,240,-244,27.0,-250.0,27.0,139
18942,LLM343,-223,241,192.0,-210.0,192.0,125
18943,LLM343,152,-176,-40.0,-42.0,-40.0,101
18944,LLM343,-16,-77,-111.0,-13.0,-111.0,64
18945,LLM343,-15,20,22.0,199.0,-241.0,37
18946,LLM343,-155,-198,-108.0,66.0,-108.0,12
18947,LLM343,-160,48,39.0,76.0,39.0,156
18948,LLM343,188,-141,-113.0,-20.0,-113.0,20
18949,LLM343,222,16,29.0,-105.0,29.0,8
18950,LLM343,209,-25,-25.0,209.0,-25.0,100
18951,LLM343,-21,-75,-28.0,1.0,-28.0,61
18952,LLM343,-28,108,38.0,183.0,-236.0,164
18953,LLM343,-183,32,42.0,18.0,42.0,155
18954,LLM343,-72,136,47.0,108.0,47.0,43
18955,LLM343,92,94,94.0,92.0,94.0,113
18956,LLM343,-4,109,-45.0,39.0,-45.0,141
18957,LLM343,-156,126,143.0,36.0,143.0,160
18958,LLM343,-115,212,87.0,-167.0,87.0,128
18959,LLM343,109,-223,-129.0,-225.0,-129.0,138
18960,LLM343,-185,176,35.0,-90.0,35.0,148
18961,LLM343,201,-63,-62.0,-44.0,-240.0,5
18962,LLM343,0,234,105.0,22.0,105.0,114
18963,LLM343,151,-216,-40.0,-43.0,-40.0,170
18964,LLM343,59,-101,-140.0,23.0,-140.0,56
18965,LLM343,222,-233,-230.0,-240.0,-230.0,135
18966,LLM343,204,-98,-169.0,-17.0,-169.0,2
18967,LLM343,-26,208,120.0,-68.0,120.0,79
18968,LLM343,-125,-45,-6.0,0.0,-6.0,32
18969,LLM343,-28,-173,34.0,144.0,34.0,18
18970,LLM343,-95,41,129.0,35.0,129.0,147
18971,LLM343,-1,-178,-119.0,7.0,-119.0,63
18972,LLM343,186,-71,-98.0,-9.0,-98.0,104
18973,LLM343,-107,-1,-95.0,8.0,-95.0,149
18974,LLM343,3,-2,-2.0,3.0,-2.0,119
18975,LLM343,-45,-2,-34.0,12.0,-249.0,30
18976,LLM343,212,-67,-47.0,-223.0,-47.0,7
18977,LLM343,94,-188,-165.0,-201.0,-165.0,0
18978,LLM343,-152,151,99.0,193.0,99.0,42
18979,LLM343,187,-184,-55.0,-73.0,-55.0,109
18980,LLM343,188,-109,-26.0,10.0,-26.0,103
18981,LLM343,-162,55,77.0,-24.0,77.0,142
18982,LLM343,-131,33,97.0,-14.0,97.0,151
18983,LLM343,-48,158,129.0,209.0,129.0,166
18984,LLM343,-65,119,120.0,-11.0,120.0,121
18985,LLM343,151,-242,-54.0,-242.0,-54.0,82
18986,LLM343,226,-213,-75.0,-238.0,-75.0,132
18987,LLM343,229,-86,-210.0,-137.0,-245.0,58
18988,LLM343,132,-19,-211.0,65.0,-211.0,105
18989,LLM343,77,-226,-216.0,13.0,-216.0,102
18990,LLM343,113,-37,-244.0,19.0,-244.0,50
18991,LLM343,87,-169,-43.0,-70.0,-43.0,24
18992,LLM343,-21,207,211.0,13.0,211.0,93
18993,LLM343,-22,187,180.0,26.0,180.0,71
18994,LLM343,206,135,26.0,-33.0,26.0,57
18995,LLM343,205,1,31.0,-38.0,-242.0,175
18996,LLM343,240,-157,-15.0,-238.0,-15.0,136
18997,LLM343,-106,158,219.0,-31.0,219.0,169
18998,LLM343,-81,223,222.0,-20.0,222.0,97
18999,LLM343,-1,116,100.0,66.0,100.0,99
19000,LLM343,-21,-11,-19.0,17.0,-19.0,65
19001,LLM343,-26,24,-18.0,-85.0,-18.0,163
19002,LLM343,1,-34,-24.0,-120.0,-240.0,72
19003,LLM343,-34,-69,-76.0,33.0,-76.0,60
19004,LLM343,33,-76,-25.0,-13.0,-25.0,4
19005,LLM343,-31,153,87.0,-39.0,87.0,129
19006,LLM343,-134,240,89.0,-203.0,89.0,126
19007,LLM343,-7,193,163.0,-90.0,163.0,91
19008,LLM343,-105,77,43.0,104.0,-243.0,159
19009,LLM343,-73,15,10.0,153.0,10.0,143
19010,LLM343,184,-225,-161.0,-30.0,-161.0,86
19011,LLM343,66,-154,-217.0,0.0,-217.0,106
19012,LLM343,-4,-248,-12.0,-239.0,-12.0,85
19013,LLM343,-10,-242,-25.0,75.0,-25.0,14
19014,LLM343,-78,94,56.0,171.0,56.0,154
19015,LLM343,-30,189,25.0,-111.0,25.0,73
19016,LLM343,-99,1,-63.0,1.0,-63.0,144
19017,LLM343,-1,2,-24.0,0.0,-237.0,45
19018,LLM343,-21,-244,-62.0,-198.0,-62.0,13
19019,LLM343,-48,-28,16.0,2.0,16.0,36
19020,LLM343,117,-120,26.0,-22.0,26.0,173
19021,LLM343,-46,-7,-20.0,17.0,-20.0,34
19022,LLM343,-1,-18,-18.0,-1.0,-18.0,38
19023,LLM343,-20,-18,-24.0,28.0,-24.0,33
19024,LLM343,55,-63,36.0,-30.0,36.0,177
19025,LLM343,-145,232,126.0,-236.0,126.0,127
19026,LLM343,-23,-22,-75.0,16.0,-123.0,67
19027,LLM343,104,-95,-42.0,-25.0,-42.0,172
19028,LLM343,171,-240,3.0,-242.0,3.0,87
19029,LLM343,243,-141,1.0,-248.0,1.0,174
19030,LLM343,-10,-217,-20.0,-167.0,-20.0,11
19031,LLM343,-40,100,28.0,246.0,-206.0,70
19032,LLM343,151,36,33.0,30.0,33.0,3
19033,LLM343,-15,86,82.0,13.0,82.0,74
19034,LLM343,-19,46,19.0,20.0,19.0,168
19035,LLM343,-36,13,34.0,92.0,34.0,152
19036,LLM343,158,-221,-228.0,-233.0,-228.0,23
19037,LLM343,-154,236,34.0,-182.0,34.0,123
19038,LLM343,-1,1,1.0,-1.0,1.0,48
19039,LLM343,90,-85,,,,89
19040,738098,156,62,-96.0,-122.0,-96.0,58
19041,738098,-74,166,157.0,108.0,157.0,94
19042,738098,-122,50,51.0,-125.0,51.0,162
19043,738098,-68,109,40.0,-78.0,33.0,68
19044,738098,-41,35,0.0,-46.0,5.0,35
19045,738098,137,-84,-109.0,-130.0,-109.0,133
19046,738098,-132,139,178.0,-157.0,178.0,78
19047,738098,157,-119,-131.0,-142.0,-131.0,102
19048,738098,172,182,-168.0,185.0,-168.0,118
19049,738098,-154,66,27.0,42.0,27.0,142
19050,738098,51,-46,-32.0,-58.0,-32.0,28
19051,738098,-209,221,221.0,187.0,221.0,125
19052,738098,-161,172,92.0,98.0,-1.0,90
19053,738098,140,2,0.0,-134.0,0.0,59
19054,738098,96,-75,-72.0,-92.0,-27.0,101
19055,738098,-61,1,35.0,79.0,35.0,42
19056,738098,150,152,-40.0,-126.0,-40.0,54
19057,738098,50,41,-46.0,-101.0,-19.0,173
19058,738098,1,-106,-116.0,-136.0,-116.0,74
19059,738098,116,-129,-117.0,-151.0,-117.0,29
19060,738098,-103,56,18.0,66.0,18.0,157
19061,738098,-38,51,53.0,-77.0,53.0,77
19062,738098,200,158,41.0,-148.0,-23.0,115
19063,738098,1,-37,-32.0,-64.0,-32.0,65
19064,738098,-10,18,19.0,-43.0,19.0,63
19065,738098,69,-64,-71.0,-95.0,-71.0,20
19066,738098,-175,174,151.0,-189.0,-140.0,123
19067,738098,51,-144,-177.0,-98.0,-177.0,88
19068,738098,-2,138,10.0,-91.0,10.0,46
19069,738098,-166,17,24.0,221.0,24.0,124
19070,738098,-51,6,-27.0,-42.0,-27.0,64
19071,738098,0,25,13.0,-45.0,0.0,17
19072,738098,-161,23,29.0,43.0,29.0,152
19073,738098,54,-229,-171.0,-144.0,-171.0,137
19074,738098,-201,203,8.0,-74.0,2.0,93
19075,738098,-88,-1,27.0,50.0,27.0,37
19076,738098,-234,228,17.0,109.0,17.0,143
19077,738098,-221,-67,43.0,-206.0,43.0,10
19078,738098,-169,54,77.0,-191.0,77.0,79
19079,738098,59,-44,-46.0,-151.0,-46.0,53
19080,738098,31,17,16.0,21.0,16.0,114
19081,738098,0,-120,-106.0,-136.0,-106.0,134
19082,738098,2,88,24.0,-84.0,-127.0,43
19083,738098,-74,26,16.0,-26.0,16.0,168
19084,738098,-212,66,73.0,229.0,73.0,148
19085,738098,22,-158,-74.0,-100.0,-74.0,23
19086,738098,61,-110,-113.0,-136.0,-113.0,80
19087,738098,-169,149,33.0,181.0,33.0,151
19088,738098,2,55,2.0,89.0,2.0,111
19089,738098,22,-80,-58.0,-77.0,-160.0,83
19090,738098,45,-233,-198.0,-41.0,-198.0,89
19091,738098,-132,10,15.0,-157.0,15.0,98
19092,738098,137,-86,-115.0,-112.0,-115.0,1
19093,738098,-33,16,10.0,-232.0,10.0,72
19094,738098,-180,14,89.0,-59.0,-37.0,144
19095,738098,71,-58,-95.0,-147.0,-95.0,24
19096,738098,59,-200,-118.0,-172.0,-118.0,139
19097,738098,-109,19,22.0,-167.0,22.0,141
19098,738098,146,80,-160.0,-179.0,-142.0,52
19099,738098,-115,-4,-1.0,149.0,-1.0,31
19100,738098,9,-144,-52.0,-123.0,-52.0,25
19101,738098,163,-149,-183.0,-178.0,-183.0,6
19102,738098,-152,-13,6.0,68.0,6.0,33
19103,738098,-141,61,40.0,-113.0,40.0,75
19104,738098,1,-27,-18.0,-124.0,-18.0,84
19105,738098,144,177,63.0,75.0,63.0,113
19106,738098,-51,-34,20.0,-151.0,20.0,19
19107,738098,108,24,-52.0,-116.0,-52.0,50
19108,738098,-33,45,0.0,74.0,0.0,159
19109,738098,-120,-2,37.0,-183.0,37.0,18
19110,738098,59,-76,-111.0,-158.0,-111.0,26
19111,738098,-186,126,176.0,-146.0,176.0,122
19112,738098,-175,14,31.0,-164.0,-144.0,61
19113,738098,127,95,-64.0,134.0,-64.0,112
19114,738098,-141,12,20.0,129.0,20.0,140
19115,738098,-113,-41,7.0,-42.0,7.0,11
19116,738098,-36,-19,15.0,95.0,15.0,30
19117,738098,113,-113,-88.0,90.0,-88.0,108
19118,738098,26,40,31.0,31.0,31.0,117
19119,738098,44,-31,-43.0,-153.0,-43.0,57
19120,738098,23,-231,-185.0,-157.0,-185.0,3
19121,738098,23,-225,-158.0,-148.0,-158.0,132
19122,738098,-78,14,12.0,-145.0,12.0,62
19123,738098,69,-132,-119.0,-158.0,-119.0,104
19124,738098,-41,90,23.0,41.0,-129.0,40
19125,738098,46,-123,-98.0,-143.0,-98.0,86
19126,738098,76,-86,-74.0,-147.0,-74.0,170
19127,738098,1,-192,-26.0,-120.0,-65.0,81
19128,738098,203,-22,-80.0,-117.0,-80.0,5
19129,738098,95,-38,-75.0,-111.0,-75.0,9
19130,738098,7,-111,-111.0,-17.0,-111.0,175
19131,738098,-84,17,18.0,127.0,18.0,32
19132,738098,-126,68,51.0,-170.0,-154.0,66
19133,738098,-75,-3,12.0,-36.0,12.0,60
19134,738098,-70,-5,2.0,-29.0,2.0,67
19135,738098,-29,-84,83.0,-41.0,83.0,82
19136,738098,-107,170,103.0,202.0,103.0,48
19137,738098,48,69,-27.0,-56.0,-27.0,103
19138,738098,-180,93,195.0,-97.0,195.0,96
19139,738098,22,-63,-76.0,-68.0,-196.0,55
19140,738098,-49,-45,74.0,-89.0,74.0,14
19141,738098,-231,29,29.0,162.0,29.0,146
19142,738098,-124,71,64.0,181.0,64.0,156
19143,738098,-174,129,35.0,182.0,35.0,145
19144,738098,-132,74,94.0,-93.0,94.0,41
19145,738098,102,-26,-39.0,-97.0,-193.0,27
19146,738098,-120,-20,39.0,-107.0,39.0,15
19147,738098,-1,-178,-144.0,-45.0,-144.0,109
19148,738098,11,-177,-146.0,-101.0,-146.0,106
19149,738098,34,47,-21.0,-101.0,-21.0,178
19150,738098,65,-163,-143.0,-161.0,-143.0,138
19151,738098,-147,-129,-132.0,-152.0,-132.0,13
19152,738098,-151,124,57.0,146.0,57.0,73
19153,738098,-149,35,34.0,67.0,34.0,147
19154,738098,48,-82,-85.0,-119.0,-179.0,22
19155,738098,-168,40,98.0,-161.0,26.0,92
19156,738098,21,-175,-127.0,-120.0,-127.0,130
19157,738098,-136,42,68.0,98.0,68.0,34
19158,738098,-195,182,126.0,196.0,126.0,128
19159,738098,-172,147,150.0,183.0,150.0,127
19160,738098,25,-195,-134.0,-84.0,-134.0,85
19161,738098,-130,73,38.0,99.0,38.0,154
19162,738098,73,-137,-148.0,-97.0,-106.0,7
19163,738098,100,-121,-76.0,-156.0,-224.0,56
19164,738098,-133,45,-96.0,-44.0,-96.0,163
19165,738098,63,52,67.0,-54.0,67.0,179
19166,738098,-146,115,123.0,93.0,123.0,97
19167,738098,-135,63,72.0,-95.0,72.0,164
19168,738098,-53,-45,-69.0,-115.0,-196.0,12
19169,738098,-126,24,16.0,135.0,-15.0,166
19170,738098,81,-61,-41.0,-151.0,-41.0,2
19171,738098,-93,114,58.0,155.0,58.0,120
19172,738098,-41,37,25.0,84.0,25.0,116
19173,738098,-61,20,50.0,-122.0,50.0,44
19174,738098,-134,141,39.0,204.0,39.0,91
19175,738098,13,-177,-121.0,-153.0,-121.0,100
19176,738098,-184,136,85.0,193.0,69.0,158
19177,738098,-146,140,77.0,207.0,77.0,150
19178,738098,-38,23,18.0,101.0,18.0,155
19179,738098,113,52,56.0,92.0,56.0,110
19180,738098,-101,49,27.0,160.0,27.0,70
19181,738098,0,114,64.0,39.0,64.0,99
19182,738098,-124,109,81.0,137.0,-222.0,121
19183,738098,-192,22,16.0,209.0,16.0,47
19184,738098,-1,-34,-52.0,-132.0,-52.0,136
19185,738098,64,40,-55.0,79.0,-55.0,176
19186,738098,-24,132,70.0,38.0,70.0,49
19187,738098,-45,31,31.0,-53.0,31.0,16
19188,738098,27,-134,-137.0,46.0,-137.0,105
19189,738098,-105,56,61.0,44.0,-221.0,160
19190,738098,-103,18,40.0,-72.0,40.0,149
19191,738098,43,-111,-108.0,-118.0,-108.0,21
19192,738098,-85,8,8.0,84.0,8.0,161
19193,738098,-124,139,73.0,155.0,73.0,129
19194,738098,44,40,-42.0,-45.0,-42.0,177
19195,738098,-82,-40,22.0,116.0,22.0,39
19196,738098,2,-100,-2.0,-104.0,-2.0,131
19197,738098,-104,-19,87.0,-85.0,87.0,69
19198,738098,-94,21,20.0,68.0,22.0,45
19199,738098,-140,23,31.0,76.0,31.0,169
19200,738098,-124,19,29.0,200.0,29.0,36
19201,738098,1,-77,-1.0,90.0,-207.0,107
19202,738098,40,-193,-164.0,-161.0,-164.0,135
19203,738098,70,32,-86.0,119.0,-86.0,119
19204,738098,1,-1,0.0,-39.0,0.0,172
19205,738098,79,69,49.0,-127.0,49.0,171
19206,738098,-184,23,8.0,121.0,8.0,165
19207,738098,-174,8,18.0,226.0,18.0,38
19208,738098,-53,82,124.0,-203.0,124.0,76
19209,738098,4,-211,-52.0,-124.0,-52.0,87
19210,738098,101,-112,-111.0,-161.0,-111.0,0
19211,738098,198,-219,-178.0,-212.0,-178.0,4
19212,738098,-211,172,188.0,210.0,188.0,95
19213,738098,-109,26,26.0,108.0,26.0,153
19214,738098,-211,209,98.0,216.0,98.0,126
19215,738098,162,57,-77.0,50.0,-77.0,8
19216,738098,-72,7,39.0,-91.0,39.0,71
19217,738098,-132,33,70.0,-172.0,70.0,167
19218,738098,101,60,-91.0,-159.0,-91.0,51
19219,738098,199,182,-161.0,-171.0,-161.0,174
19220,LLM329,-102,113,-76.0,-56.0,-76.0,43
19221,LLM329,-141,164,-127.0,-136.0,-127.0,125
19222,LLM329,4,146,-117.0,-121.0,-117.0,149
19223,LLM329,-1,122,131.0,35.0,131.0,156
19224,LLM329,118,-111,136.0,120.0,136.0,172
19225,LLM329,231,77,104.0,-229.0,104.0,23
19226,LLM329,-219,136,-174.0,-192.0,-174.0,121
19227,LLM329,-84,112,-103.0,-41.0,-103.0,76
19228,LLM329,-106,101,102.0,-106.0,102.0,66
19229,LLM329,-88,234,-224.0,-88.0,-224.0,127
19230,LLM329,138,213,194.0,39.0,194.0,108
19231,LLM329,60,165,140.0,66.0,140.0,33
19232,LLM329,-43,238,-210.0,-51.0,-236.0,164
19233,LLM329,243,245,210.0,204.0,210.0,54
19234,LLM329,-134,4,-3.0,-131.0,-3.0,61
19235,LLM329,62,131,112.0,24.0,112.0,48
19236,LLM329,241,-200,-195.0,234.0,-195.0,137
19237,LLM329,201,-109,158.0,-124.0,-237.0,111
19238,LLM329,191,170,203.0,194.0,203.0,3
19239,LLM329,-237,155,153.0,-201.0,170.0,92
19240,LLM329,-22,168,-148.0,-118.0,-148.0,153
19241,LLM329,-90,127,-108.0,-74.0,-108.0,159
19242,LLM329,-158,162,-143.0,-149.0,-143.0,124
19243,LLM329,194,153,142.0,181.0,142.0,42
19244,LLM329,-244,172,-175.0,-209.0,-175.0,162
19245,LLM329,121,153,153.0,99.0,35.0,22
